físicamente,0,0,0,0,0,1
iniciaron,0,0,0,0,0,1
dunlendinos,0,0,0,0,0,1
mantener,0,0,1,0,0,0
escaramuza,0,0,0,1,0,0
experiencias,0,0,1,0,0,0
encontró,1,1,0,0,0,0
suman,0,0,0,0,1,0
sobrina,0,0,0,0,1,0
príncipe,0,1,0,0,0,0
pusieron,0,0,0,0,0,1
Círdan,0,0,0,0,0,1
poderoso,0,1,0,0,0,0
tendón,0,0,0,0,1,0
meses,0,1,0,0,0,0
destruyeron,0,0,1,0,0,0
Túmulos,1,0,0,0,0,0
ariete,0,0,0,0,1,0
Gríma,0,0,1,0,0,0
confluyen,0,0,1,0,0,0
intrigado,0,0,1,0,0,0
recorrido,0,0,0,1,0,0
escena,0,0,0,0,1,0
Afortunadamente,0,0,0,1,0,0
divide,0,0,1,0,0,0
Finalizada,0,0,0,0,1,0
parada,1,0,0,0,0,0
invasores,0,0,0,0,0,1
acompañado,0,0,0,0,0,1
balrog,0,1,0,0,0,0
sendero,0,0,0,0,1,1
acuden,1,0,0,0,0,0
tomar,0,0,0,1,1,0
envía,0,0,0,0,1,0
mordisco,0,0,0,0,0,1
desconcierto,0,0,0,0,0,1
noche,1,0,0,0,0,0
raza,0,0,0,0,1,0
capitán,0,0,0,1,0,0
defenderse,1,0,0,0,0,0
cobijo,0,1,0,0,0,0
entrar,0,0,0,1,1,0
emprende,0,0,0,1,0,0
mal,0,1,0,0,0,0
paso,0,1,0,1,0,1
«escalera,0,0,0,1,0,0
librarse,0,0,0,0,1,0
Fangorn,0,0,1,0,0,0
encargó,0,1,0,0,0,0
tortura,0,0,1,0,0,0
heredero,0,1,0,0,0,0
jefe,0,0,0,0,1,0
Saneamiento,0,0,0,0,0,1
reunirse,1,0,0,0,0,0
dedo,0,0,0,0,0,1
pies,0,1,0,0,0,1
minas,0,1,0,0,0,0
seguían,0,0,0,0,0,1
lago,0,1,0,0,0,0
descubiertos,0,0,0,1,0,0
Minas,0,1,1,1,1,1
estalla,0,0,0,0,0,1
discurso,1,0,0,0,0,0
herencia,1,0,0,0,0,0
fuego,0,0,0,1,0,0
enviada,0,0,0,0,1,0
maldición,0,0,0,0,1,0
negaba,1,0,0,0,0,0
araña,0,0,0,1,0,0
ciudad,0,1,1,0,1,0
inicia,0,0,0,0,1,0
Orthanc,0,0,1,0,0,1
llamada,0,1,0,0,0,0
producto,1,0,0,0,0,0
gigantesco,0,0,0,0,1,0
descubierto,1,0,0,0,0,0
fuegos,0,1,0,0,0,0
quería,0,1,0,0,0,0
herido,0,0,0,0,1,0
negarse,0,0,0,0,1,1
Isen,0,0,0,0,1,0
Nubladas,0,1,0,0,0,0
apresados,0,0,1,0,0,0
enviar,0,0,0,0,1,0
borde,0,0,0,0,0,1
Elrohir,0,0,0,0,1,0
existencia,0,0,0,1,0,0
sitiar,0,0,0,0,1,0
inició,0,1,0,0,0,0
ejercía,0,0,1,0,0,0
atrapados,1,0,0,0,0,0
incorporados,0,0,0,0,0,1
convertido,0,0,1,0,0,0
tiende,1,0,0,0,0,0
parten,1,0,1,1,1,1
caballo,1,0,0,0,1,0
camino,0,1,0,1,1,1
obligada,0,1,0,0,0,0
lava,0,0,0,0,0,1
acción,0,0,1,0,0,0
convencer,0,1,0,0,0,0
incluyendo,0,0,0,0,1,0
Orodruin,0,1,0,0,0,1
grupo,0,0,0,1,0,0
luchar,0,0,0,0,1,0
interior,0,0,1,0,0,0
puso,1,1,0,0,0,0
tumba,0,1,0,0,0,0
resistencia,0,0,0,0,1,0
Naur,0,0,0,0,0,1
Elfos,0,0,0,0,0,1
disfrutan,0,0,1,0,0,0
aventuras,0,0,0,0,0,1
continúen,0,0,0,1,0,0
enterándose,0,0,1,0,0,0
Dernhelm,0,0,0,0,1,0
quitándoselo,0,0,1,0,0,0
valle,0,0,0,1,0,0
sabios,1,0,0,0,0,0
replegarse,0,0,1,0,0,0
reconstrucción,0,0,0,0,0,1
estarían,0,1,0,0,0,0
destino,1,0,0,0,0,0
seguir,0,0,1,0,0,0
tomada,0,0,0,0,0,1
Concilio,0,1,0,0,0,0
gratitud,0,0,0,0,1,0
enfrentándose,0,0,0,0,1,0
Bárbol,0,0,1,0,0,1
Eregion),0,1,0,0,0,0
arrastró,0,1,0,0,0,0
Ent,0,0,1,0,0,0
recibir,0,0,0,0,0,1
encerró,0,1,0,0,0,0
marcharse,0,0,0,0,0,1
oírse,0,1,0,0,0,0
Acebeda,0,1,0,0,0,0
Éomer,0,0,1,0,1,1
campamento,0,0,1,0,0,0
amo,0,1,0,1,0,1
Sam,0,1,1,1,0,1
internarse,0,0,1,0,0,0
partió,1,1,0,0,0,0
jinete,0,0,0,0,1,0
golpe,0,0,0,0,1,0
ordenó,0,1,0,0,0,0
cabalgan,0,0,0,0,1,0
Gandalf),0,0,1,0,0,0
Galadriel,0,1,0,0,1,1
estocada,0,0,0,0,1,0
Bilbo,1,0,0,0,0,1
pueblos,0,1,0,0,0,0
látigo,0,1,0,0,0,0
darse,0,0,0,0,0,1
ucorno,1,0,0,0,0,0
muere,0,0,1,0,1,0
sol,0,0,0,0,1,0
mano,0,0,0,0,0,1
dirigen,0,0,1,0,1,0
allí,1,1,0,0,1,1
Isengard,0,1,1,0,0,0
Arwen,0,0,0,0,0,1
Previo,0,0,1,0,0,0
compañía,0,0,0,0,1,0
contradicciones,0,0,0,1,0,0
acababa,1,0,0,0,0,0
debía,0,1,0,0,0,0
huellas,0,0,1,0,0,0
montaña,0,1,0,0,0,1
vuelva,0,0,0,1,0,0
definir,0,0,1,0,0,0
Delagua,0,0,0,0,0,1
conocido,0,0,0,0,1,0
integrada,0,0,1,0,0,0
canción,1,0,0,0,0,0
debían,0,0,0,0,1,0
partiendo,0,0,0,0,1,0
Frodo,1,1,1,1,1,1
tomado,0,0,0,0,1,0
acompañar,0,1,0,0,0,0
montaraces,0,0,0,1,1,0
cota,0,0,0,0,0,1
batidores,0,0,0,0,1,0
humillaciones,0,0,0,0,0,1
condujeron,0,1,0,0,0,0
problema,0,0,0,0,1,0
mes,0,1,0,0,0,1
noticia,1,0,0,0,0,0
despedida,0,0,0,0,0,1
acompañaran,0,0,0,0,1,0
exterior,0,0,1,0,0,0
espada,0,0,0,0,1,0
decidirían,1,0,0,0,0,0
darle,0,0,1,0,0,0
destruyera,0,1,0,0,0,0
sorpresa,0,0,1,0,0,0
Grond,0,0,0,0,1,0
comunicado,0,0,1,0,0,0
puerta,0,1,0,0,0,0
derrotar,0,1,1,0,0,0
preso,0,1,0,0,0,0
Orcos,0,0,1,1,0,1
negaron,0,0,0,0,0,1
involuntariamente,0,0,1,0,0,0
cazadores,0,0,1,0,0,0
enemigo,0,1,0,0,1,0
contárselo,0,1,0,0,0,0
amenazas,0,0,0,1,0,0
Aragorn,1,1,1,0,1,1
comenzaron,0,1,0,0,0,0
Elladan,0,0,0,0,1,0
armas,1,0,0,0,0,0
Sendero,0,0,0,0,1,0
aniquilado,0,1,0,0,0,0
puesto,0,0,1,0,1,0
elfo,1,1,0,0,0,0
malherido,0,0,0,0,1,0
reencontró,0,0,0,0,0,1
conoció,0,0,0,0,0,1
perseguidos,1,0,0,0,0,0
ataca,0,0,0,0,1,0
salva,1,0,0,0,0,0
cumpleaños,1,0,0,0,0,0
Frente,0,0,1,0,0,0
cuesta,0,0,0,0,0,1
lanceros,0,0,0,0,1,0
logran,1,0,0,0,0,1
estorbo,0,0,0,0,1,0
haberse,1,0,0,0,0,1
creó,0,1,0,0,0,0
comentar,0,0,0,1,0,0
Sombragrís,0,0,0,0,1,0
rey,0,0,0,0,1,1
inútil,0,0,0,0,0,1
huye,0,0,0,0,1,0
escuchado,0,1,0,0,0,0
Legolas,0,1,1,0,1,0
tratarían,0,1,0,0,0,0
actos,0,0,1,0,0,0
malherida,0,0,0,1,0,0
Samsagaz,1,0,0,0,0,0
élficas,0,1,0,0,0,0
Campos,1,0,0,0,1,0
Pelennor,0,0,0,0,1,0
Gollum,1,0,0,1,0,1
años,1,0,0,0,0,0
Saruman,0,1,1,0,0,1
demandaba,0,0,0,0,1,0
Gamos,1,0,0,0,0,0
numerosos,0,1,0,0,0,0
arrebatárselo,1,0,0,0,0,0
bosque,0,1,1,0,1,0
dispusieron,0,0,0,0,1,0
acompañó,0,0,0,0,0,1
niebla,1,0,0,0,0,0
concilio,0,1,0,0,0,0
veneno,0,0,0,1,0,0
Negro,0,1,0,0,1,0
agua,0,1,0,0,0,0
huida,0,0,1,0,0,0
veloz,0,0,0,0,1,0
sale,0,0,0,0,1,0
fiesta,1,0,0,0,0,0
hiriendo,1,0,0,0,0,0
Parth,0,1,1,0,1,0
Palantir,0,0,1,0,0,0
arrojar,0,1,0,0,0,0
decide,0,0,0,1,1,0
cena,0,0,0,0,1,0
capital,0,0,1,0,0,0
Media,0,1,0,0,0,0
gigante,0,0,0,1,0,0
espesa,0,0,0,0,1,0
aparecer,0,0,0,1,0,0
terreno,0,0,0,1,0,0
preparar,0,0,1,1,0,0
peso,0,0,0,0,0,1
arrojarlo,0,0,0,0,0,1
Bruinen,1,0,0,0,0,0
apresura,0,0,1,0,0,0
Sagrario,0,0,0,0,1,0
Hobbits,0,0,1,0,0,0
señal,0,0,0,0,1,0
Gladios,1,0,0,0,0,0
vado,1,0,0,0,0,0
Bree,1,0,0,0,0,0
descansando,0,1,0,0,0,0
fatigas,0,0,1,0,0,0
Monte,0,0,0,0,0,1
llega,0,0,0,1,0,1
arrebatado,1,0,0,0,0,0
Hen,0,1,0,0,0,0
Puertas,0,0,1,0,0,0
cruzarlas,0,1,0,0,0,0
habiendo,0,0,0,0,1,0
territorio,0,0,1,0,0,0
alegría,0,0,0,0,0,1
ayudara,0,0,1,0,0,0
mundo,0,0,1,0,0,0
(la,0,1,0,0,0,0
dejarle,0,0,1,0,0,0
atravesar,0,1,0,1,0,0
Hálito,0,0,0,0,1,0
plan,1,0,0,0,0,0
intención,0,0,1,0,1,0
llevara,0,1,0,0,1,0
oportunidad,0,0,1,0,0,0
Torre,0,0,0,1,0,0
refugiarse,0,0,1,0,0,0
encuentro,0,0,0,0,1,0
continuara,0,0,0,0,0,1
combatirles,1,0,0,0,0,0
descubre,0,0,1,0,0,0
funeraria,0,0,0,0,1,0
rescate,0,0,0,0,0,1
Rey,1,0,1,1,1,1
ocurrir,0,0,0,1,0,0
regresa,1,0,0,0,1,0
información,1,0,0,0,0,0
acaba,1,0,0,1,1,0
Nob,1,0,0,0,0,0
Légolas,0,0,1,0,0,0
custodia,0,0,1,1,0,0
enloquecido,0,0,0,0,1,0
convincentes,0,0,0,1,0,0
encontraron,0,0,0,0,0,1
viajan,0,0,0,0,0,1
pretexto,1,0,0,0,0,0
cruzando,0,1,0,0,0,0
encontrara,0,1,0,0,0,0
agotamiento,0,0,0,0,0,1
atrapado,0,0,1,0,0,0
salvo,0,0,1,0,0,0
Denethor,0,0,0,0,1,0
flecha,0,0,0,0,1,0
rescatados,0,0,0,0,0,1
treintena,0,0,1,0,0,0
matándose,0,0,0,0,0,1
cumplir,0,0,0,0,1,0
matar,0,0,0,0,0,1
hermanos,0,1,0,0,0,0
Oeste,0,1,1,0,0,1
curso,0,1,0,0,0,0
desapareció,1,0,0,0,0,0
guerreros,0,0,0,0,0,1
cuantos,0,1,0,0,0,0
sienta,0,0,0,1,0,0
vuelve,0,0,0,1,1,0
cansado,0,0,0,0,0,1
retuvo,0,1,0,0,0,0
Mortuoria,0,0,0,0,1,0
pudieran,1,0,0,0,0,0
prados,0,1,0,0,0,0
señor,0,1,0,0,0,0
aconseja,0,0,1,0,0,0
hora,0,0,0,0,1,0
"""amo""",0,0,0,1,0,0
gravedad,1,0,0,0,0,0
Mazarbul,0,1,0,0,0,0
liberan,0,0,1,0,0,0
flechazos,0,0,0,0,0,1
Khazad,0,1,0,0,0,0
disponía,0,0,0,0,1,0
Ungol,0,0,0,1,0,1
Accidentalmente,1,0,0,0,0,0
salieron,0,1,0,0,0,0
reflexionar,0,1,0,0,0,0
Théoden,0,0,1,0,1,1
Compañía,0,0,0,1,0,1
llegada,0,0,1,0,0,0
juramento,0,0,0,0,1,0
inmovilizado,0,0,0,1,0,0
obstante,0,0,0,0,1,0
cara,0,0,0,0,1,0
Éowyn,0,0,0,0,1,1
ascendiendo,0,0,0,0,0,1
monstruo,0,1,0,0,0,0
salir,1,0,0,1,0,0
enseñó,1,0,0,0,0,0
muerte,0,1,0,1,1,1
esperaba,0,0,0,0,1,0
vuelta,0,1,0,0,1,0
tambores,0,1,0,0,0,0
Edoras,0,0,1,0,1,1
trepar,0,0,0,0,0,1
ojos,0,0,0,1,0,0
historias,0,0,1,0,0,0
Senescales,0,0,0,0,1,0
persiguen,1,0,0,0,0,0
sexto,0,0,0,0,1,0
barcos,0,0,0,0,1,0
atacada,0,1,0,0,0,0
Blanco,0,0,1,0,0,0
Reino,0,0,1,0,0,0
Anillo,1,1,0,1,0,1
separación,0,0,1,1,0,0
exánime,0,0,0,0,0,1
seguía,0,1,0,0,0,0
sirvientes,0,0,1,0,0,0
desayuno,0,0,1,0,0,0
Faramir,0,0,0,1,1,1
despiertan,0,0,0,0,0,1
quitarle,0,1,0,0,0,0
congéneres,0,0,1,0,0,0
Isildur,1,0,0,0,1,0
río,1,1,0,0,1,0
quedado,1,0,0,0,0,0
intentó,0,1,0,0,0,0
partida,1,0,0,0,0,0
amigo,1,0,0,0,0,0
Gamyi,1,0,0,0,0,0
pedir,0,1,0,0,0,0
celebración,1,1,0,0,0,0
sirviente,0,0,1,0,0,0
capturado,0,0,0,1,0,0
nube,0,0,0,0,1,0
montañas,0,1,0,0,0,0
ponen,0,0,0,1,0,0
dirigía,0,0,0,0,1,0
abierto,0,0,0,0,1,0
orcos,0,1,0,0,1,1
metros,0,0,0,1,0,0
curación,0,1,0,0,0,0
Póney,1,0,0,0,0,0
Morgai,0,0,0,1,0,0
yendo,0,0,0,1,0,0
derribada,0,0,0,0,1,0
Lindes,0,0,1,0,0,0
personalidad,0,0,0,1,0,0
justo,0,0,0,1,1,0
adentrarse,1,0,0,0,0,0
Destino,0,0,0,0,0,1
detener,0,0,0,0,1,0
llamas,0,0,0,0,0,1
dejado,0,0,0,0,0,1
Merry,1,1,1,0,1,1
desfiladero,0,0,0,1,0,0
tropa,0,0,0,0,0,1
arroja,0,0,1,0,0,0
Señor,1,0,0,0,0,0
evitar,1,0,0,0,0,0
comenzó,0,0,0,0,1,0
guardar,0,0,1,0,0,0
escribiendo,0,0,0,0,0,1
libre,0,0,0,1,0,0
presencia,0,0,0,1,0,0
derrotaron,0,0,1,0,0,0
acudió,1,0,0,0,0,0
Mago,0,0,1,0,0,0
héroes,0,0,0,0,0,1
lobos,0,1,0,0,0,0
consumiendo,0,0,0,0,0,1
mil,0,0,0,0,1,0
Montañas,0,1,0,0,0,0
Gandalf,1,1,1,0,1,1
Puerta,0,1,0,1,1,1
Abismo,0,0,1,0,0,0
tema,0,1,0,0,0,0
casó,0,0,0,0,0,1
vencer,0,0,1,0,0,0
consiguiendo,0,0,0,1,0,0
cantar,1,0,0,0,0,0
dudas,1,0,0,0,0,0
apareció,0,1,0,0,0,0
Rohan,0,1,1,0,1,1
ofreciéndole,0,0,0,0,1,0
momentos,0,0,0,0,0,1
Brunas,0,0,0,0,0,1
gracias,1,0,0,1,0,0
quedaron,1,0,0,0,0,0
rompieron,0,0,0,0,1,0
tamaño,0,0,0,0,1,0
principal,1,0,0,0,0,0
deshecho,0,0,0,0,0,1
ayudándolos,0,0,1,0,0,0
Rammas,0,0,0,0,1,0
Cerrado,1,0,0,0,0,1
Drúadan,0,0,0,0,1,0
año,0,0,0,0,0,1
perseguirles,0,0,1,0,0,0
Nazgûl,1,1,0,0,1,1
escapado,0,0,0,1,0,0
brazo,0,0,0,0,1,0
dormían,0,0,1,0,0,0
emisario,0,0,0,0,1,0
atacan,1,0,0,0,0,0
montado,1,0,0,0,0,0
contraatacar,0,0,0,0,0,1
acompañados,1,0,0,0,1,0
veinte,1,0,0,0,0,0
Umbar,0,0,0,0,1,0
sentados,0,0,1,0,0,0
informa,0,0,1,0,1,0
dúnadan,0,0,0,0,1,0
Muil,0,0,0,1,0,0
previsto,0,0,0,0,0,1
Bosque,1,1,1,0,1,1
encerrado,0,0,1,0,0,0
asentado,0,1,0,0,0,0
disponían,0,0,0,0,1,0
Disfrazados,0,0,0,0,0,1
Morgul,0,0,0,1,0,0
llevan,0,0,1,0,0,0
convenciéndole,1,0,0,0,0,0
asistieron,0,0,0,0,0,1
obligado,0,0,0,0,1,0
Caradhras,0,1,0,0,0,0
Dûm,0,1,0,0,0,0
Baran,0,0,1,0,0,0
mirada,0,0,1,0,0,0
Ciénaga,0,0,0,1,0,0
batalla,0,0,1,0,1,0
Orcos),0,0,1,0,0,0
Mariscal,0,0,1,0,0,0
misterioso,1,0,0,0,0,0
recuperado,0,0,0,0,0,1
Gracias,1,0,0,0,1,0
aldea,1,0,0,0,0,0
marcha,0,0,0,1,0,1
Libro,0,0,0,0,0,1
finalmente,0,0,0,1,0,0
preparan,0,0,1,0,0,0
Ghân-buri-Ghân,0,0,0,0,1,0
asamblea,0,0,1,0,0,0
ropas,0,0,1,0,0,0
retirarse,0,0,0,0,1,0
ocultándole,0,0,0,0,1,0
yelmo,0,0,0,0,1,0
obsesionada,0,0,0,1,0,0
siguió,0,1,0,0,0,0
ejército,0,0,1,0,1,0
visitar,0,0,0,0,0,1
inconsciente,0,0,0,0,0,1
Gimli,0,1,1,0,1,0
gravemente,0,0,0,0,1,0
alcanzados,0,1,0,0,0,0
Éored,0,0,1,0,0,0
fracasa,0,0,0,0,1,0
ocurridos,0,1,0,0,1,0
derrotando,0,0,0,0,0,1
informar,1,0,0,0,0,0
Asfaloth,1,0,0,0,0,0
consejo,0,1,0,1,1,0
comida,0,0,0,1,0,0
representantes,0,1,0,0,0,0
orilla,0,1,0,0,0,0
Celeborn,0,1,0,0,0,0
Desastre,1,0,0,0,0,0
cae,0,0,0,0,0,1
reúne,0,0,0,0,1,0
logra,0,0,0,0,1,0
llegar,1,1,1,1,1,1
muertos,0,0,0,0,1,0
funeral,0,0,0,0,0,1
estrategia,0,0,1,0,0,0
traba,0,0,0,0,1,0
cogió,0,1,0,0,0,0
salida,0,0,0,1,0,0
perdidos,1,0,0,0,0,0
Casa,0,0,0,0,1,0
defensa,0,1,1,0,0,0
destruido,0,1,0,0,0,0
cargado,0,0,0,0,0,1
grieta,0,0,0,0,0,1
oculta,0,0,0,0,1,0
decidiría,0,1,0,0,0,0
Tom,1,0,0,0,0,1
sorprendidos,1,0,0,0,1,0
anular,0,0,0,0,0,1
entregó,0,0,0,0,0,1
apartó,0,1,0,0,0,0
deciden,1,0,1,1,1,0
desafortunada,0,0,1,0,0,0
sur,0,0,0,0,1,0
Comarca,1,0,0,0,0,1
identidad,0,0,0,0,1,0
Grises,0,0,0,0,0,1
hobbits,1,1,1,1,0,1
Muertos,0,0,0,1,1,0
oportuna,0,0,1,0,0,0
recuperarse,0,0,0,0,0,1
descarga,0,0,0,0,1,0
rescatar,0,0,1,1,1,0
Harad,0,0,0,1,0,0
Sarn,0,1,0,0,0,0
pensando,0,0,1,0,0,0
tomó,0,0,0,0,1,0
tomaron,0,0,0,0,1,1
voluntad,0,0,0,0,0,1
tumularias,1,0,0,0,0,0
hobbit,1,1,1,1,0,0
corriente,1,0,0,0,0,0
grupa,0,0,0,0,1,0
Uruk-hai,0,0,1,0,0,0
campo,0,0,1,0,1,0
leyes,0,0,0,1,0,0
ropajes,0,0,0,0,1,1
tranquilidad,1,0,0,0,0,0
Amon,1,1,0,0,0,0
apagado,0,0,0,1,0,0
roja,0,0,0,0,1,0
retroceder,0,0,0,0,1,0
desviar,0,0,0,0,1,0
condiciones,0,0,0,0,1,0
anillo,1,0,0,0,0,0
rematar,0,0,0,0,1,0
Cámara,0,1,0,0,0,0
prefijada,0,0,1,0,0,0
lomos,0,0,0,0,1,0
coronación,0,0,0,0,0,1
derrotado,0,0,0,0,0,1
sucesos,0,0,0,0,1,0
convoca,0,0,1,0,0,0
intervención,0,0,0,1,0,0
Arnor,1,0,0,0,0,0
diálogo,0,0,1,0,0,0
oscuro»,0,0,1,0,0,0
Pisador»,1,0,0,0,0,0
escapar,1,1,1,0,0,1
llegaron,0,1,0,0,1,0
unión,0,0,0,0,0,1
objeto,0,0,1,1,0,0
Gondor,0,1,1,0,1,1
barco,0,0,0,0,0,1
representa,0,0,1,0,0,0
señores,0,1,0,0,0,0
supondría,0,0,0,0,1,0
días,1,0,0,1,1,1
Torech,0,0,0,1,0,0
encontrado,1,0,0,0,0,0
partes,0,0,1,0,0,0
enfrentó,0,1,0,0,0,0
tarde,0,1,1,0,0,1
Negra,0,0,0,1,1,1
cuerpo,0,0,0,1,1,1
Ents,0,0,1,0,0,0
muriendo,0,0,0,0,0,1
Mordor,0,1,0,1,1,0
escombros,0,0,1,0,0,0
alertado,0,0,0,0,1,0
caminos,1,0,0,1,0,1
día,1,0,1,0,1,0
cuentan,0,0,1,0,0,0
dándoles,1,0,0,0,0,0
aparecieron,0,1,0,0,0,0
imposibilita,0,0,0,1,0,0
sombra,0,0,0,0,1,0
final,0,0,1,0,0,0
tropas,0,0,0,1,1,0
tirith,0,0,0,0,1,0
antigua,0,1,0,0,0,0
llamar,0,0,0,0,1,0
descubrir,0,0,0,1,0,0
Hombre-Sauce,1,0,0,0,0,0
derrotan,0,0,1,0,0,1
recibidos,0,0,1,0,0,0
parecido,0,1,0,0,0,0
Sauron,1,1,1,1,1,1
Bolsón,1,0,0,0,0,0
cosa,0,0,1,0,0,0
Comunidad,0,1,0,0,0,0
argumentos,0,0,0,1,0,0
terminan,0,0,0,0,1,0
escaparse,0,0,1,0,0,0
defender,0,0,1,0,0,0
orillas,0,1,0,0,0,0
región,0,0,0,0,1,0
Rohirrim,0,0,1,0,0,0
reencuentro,0,0,1,0,0,0
arrancándole,0,0,0,0,0,1
mira,0,0,1,0,0,0
deja,0,0,0,1,0,1
ordena,1,0,0,0,0,0
horribles,0,0,1,0,0,0
entran,0,0,0,1,0,0
Ucornos,0,0,1,0,0,0
alternativo,0,0,0,0,1,0
consiguieron,0,1,0,0,0,0
manos,0,0,1,0,0,0
